Commodity,Country,Procurement Price,Port,SeaTransport Price,Warehouse,Port to Warehouse Price,Camp,Warehouse to Camp Price,Port Handling Cost,Warehouse Handling Cost,Total Cost
LENTILS,CANADA,644.0432537,MOMBASA (KENYA),100.32,<NAZARETH>,308.468,MEGADO,85.92954202,30,11.71432,1180.475116
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<JIJIGA>,78.8181,Somali,75.01248242,23.45,13.77048,930.9983161
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<JIJIGA>,78.8181,KEBRIBAYA,9.293608455,23.45,13.77048,865.2794422
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<JIJIGA>,78.8181,AW-BARRE,30.97986915,23.45,13.77048,886.9657029
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<JIJIGA>,78.8181,SHEDER,12.55319577,23.45,13.77048,868.5390295
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<MEKELE>,74.45076,Afar,27.125,23.45,16.5796,881.5526137
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<MEKELE>,74.45076,Tigray,50.3095,23.45,16.5796,904.7371137
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<MEKELE>,74.45076,SHIMELBA,36.54846502,23.45,16.5796,890.9760787
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<MEKELE>,74.45076,ADI-HARUSH,36.26195269,23.45,16.5796,890.6895664
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<MEKELE>,74.45076,MAI-AINI,30.20080523,23.45,16.5796,884.6284189
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<MEKELE>,74.45076,HITSATS,37.16577755,23.45,16.5796,891.5933913
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<MEKELE>,74.45076,BERHALE,20.02053347,23.45,16.5796,874.4481472
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<MEKELE>,74.45076,DALLOL,37.17664821,23.45,16.5796,891.6042619
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<MEKELE>,74.45076,AYNADIB ,15.35963764,23.45,16.5796,869.7872513
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,Afar,88.4616,23.45,11.71432,925.7873537
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,Amhara,50.713,23.45,11.71432,888.0387537
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,Benshangul,58.3692,23.45,11.71432,895.6949537
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,Gambella,46.77985,23.45,11.71432,884.1056037
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,Oromiya,63.8685,23.45,11.71432,901.1942537
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,SNNPR,50.1005,23.45,11.71432,887.4262537
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,Somali,102.1260884,23.45,11.71432,939.4518421
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,Tigray,29.34096585,23.45,11.71432,866.6667196
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,BOKLOMAYO,59.23980876,23.45,11.71432,896.5655625
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,MELKEDIDA,77.98490186,23.45,11.71432,915.3106556
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,KOBE,67.70608958,23.45,11.71432,905.0318433
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,HALEWEYIN,72.06718671,23.45,11.71432,909.3929404
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,BURAMINO,90.93658782,23.45,11.71432,928.2623415
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,TONGO,67.71514847,23.45,11.71432,905.0409022
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,BAMBASI,59.24509311,23.45,11.71432,896.5708468
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,SHERKOLE,63.08505284,23.45,11.71432,900.4108065
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,PUGNIDO,77.09486663,23.45,11.71432,914.4206203
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,JEWII,96.28183191,23.45,11.71432,933.6075856
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,KULE,80.75188727,23.45,11.71432,918.077641
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,TERKIEDI,91.10266734,23.45,11.71432,928.428421
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,OKUGO,75.56316054,23.45,11.71432,912.8889142
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,AYSAITA,17.59436336,23.45,11.71432,854.9201171
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,DILLO,69.656769,23.45,11.71432,906.9825227
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<NAZARETH>,62.21418,MEGADO,85.92954202,23.45,11.71432,923.2552957
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<GODE>,156.5705,Somali,104.520482,23.45,16.30448,1040.792716
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<KOMBOLCHA>,35.2768,Afar,43.5024,23.45,12.35144,854.5278937
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<KOMBOLCHA>,35.2768,Amhara,60.5268,23.45,12.35144,871.5522937
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<KOMBOLCHA>,35.2768,Tigray,17.5608,23.45,12.35144,828.5862937
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<DIRE DAWA>,51.72156,Oromiya,44.1,23.45,15.566,874.7848137
LENTILS,CANADA,644.0432537,DJIBOUTI (DJIBOUTI),95.904,<DIRE DAWA>,51.72156,Somali,65.96577472,23.45,15.566,896.6505884
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,Afar,88.4616,23.5,11.71432,984.5723837
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,Amhara,50.713,23.5,11.71432,946.8237837
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,Benshangul,58.3692,23.5,11.71432,954.4799837
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,Gambella,46.77985,23.5,11.71432,942.8906337
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,Oromiya,63.8685,23.5,11.71432,959.9792837
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,SNNPR,50.1005,23.5,11.71432,946.2112837
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,Somali,102.1260884,23.5,11.71432,998.2368721
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,Tigray,29.34096585,23.5,11.71432,925.4517496
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,BOKLOMAYO,59.23980876,23.5,11.71432,955.3505925
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,MELKEDIDA,77.98490186,23.5,11.71432,974.0956856
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,KOBE,67.70608958,23.5,11.71432,963.8168733
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,HALEWEYIN,72.06718671,23.5,11.71432,968.1779704
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,BURAMINO,90.93658782,23.5,11.71432,987.0473715
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,TONGO,67.71514847,23.5,11.71432,963.8259322
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,BAMBASI,59.24509311,23.5,11.71432,955.3558768
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,SHERKOLE,63.08505284,23.5,11.71432,959.1958365
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,PUGNIDO,77.09486663,23.5,11.71432,973.2056503
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,JEWII,96.28183191,23.5,11.71432,992.3926156
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,KULE,80.75188727,23.5,11.71432,976.862671
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,TERKIEDI,91.10266734,23.5,11.71432,987.213451
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,OKUGO,75.56316054,23.5,11.71432,971.6739442
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,AYSAITA,17.59436336,23.5,11.71432,913.7051471
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,DILLO,69.656769,23.5,11.71432,965.7675527
LENTILS,CANADA,644.0432537,PORT SUDAN (SUDAN),100.8,<NAZARETH>,116.05321,MEGADO,85.92954202,23.5,11.71432,982.0403257
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<JIJIGA>,56.127,Somali,75.01248242,16,13.77048,950.7846961
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<JIJIGA>,56.127,KEBRIBAYA,9.293608455,16,13.77048,885.0658222
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<JIJIGA>,56.127,AW-BARRE,30.97986915,16,13.77048,906.7520829
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<JIJIGA>,56.127,SHEDER,12.55319577,16,13.77048,888.3254095
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,Afar,88.4616,16,11.71432,1008.175654
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,Amhara,50.713,16,11.71432,970.4270537
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,Benshangul,58.3692,16,11.71432,978.0832537
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,Gambella,46.77985,16,11.71432,966.4939037
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,Oromiya,63.8685,16,11.71432,983.5825537
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,SNNPR,50.1005,16,11.71432,969.8145537
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,Somali,102.1260884,16,11.71432,1021.840142
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,Tigray,29.34096585,16,11.71432,949.0550196
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,BOKLOMAYO,59.23980876,16,11.71432,978.9538625
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,MELKEDIDA,77.98490186,16,11.71432,997.6989556
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,KOBE,67.70608958,16,11.71432,987.4201433
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,HALEWEYIN,72.06718671,16,11.71432,991.7812404
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,BURAMINO,90.93658782,16,11.71432,1010.650642
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,TONGO,67.71514847,16,11.71432,987.4292022
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,BAMBASI,59.24509311,16,11.71432,978.9591468
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,SHERKOLE,63.08505284,16,11.71432,982.7991065
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,PUGNIDO,77.09486663,16,11.71432,996.8089203
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,JEWII,96.28183191,16,11.71432,1015.995886
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,KULE,80.75188727,16,11.71432,1000.465941
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,TERKIEDI,91.10266734,16,11.71432,1010.816721
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,OKUGO,75.56316054,16,11.71432,995.2772142
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,AYSAITA,17.59436336,16,11.71432,937.3084171
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,DILLO,69.656769,16,11.71432,989.3708227
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<NAZARETH>,102.125,MEGADO,85.92954202,16,11.71432,1005.643596
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<KOMBOLCHA>,172.718,Afar,43.5024,16,12.35144,1034.446574
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<KOMBOLCHA>,172.718,Amhara,60.5268,16,12.35144,1051.470974
LENTILS,CANADA,644.0432537,BERBERA (SOMALIA),145.83148,<KOMBOLCHA>,172.718,Tigray,17.5608,16,12.35144,1008.504974
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,Afar,88.4616,30,11.71432,976.8455879
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,Amhara,50.713,30,11.71432,939.0969879
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,Benshangul,58.3692,30,11.71432,946.7531879
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,Gambella,46.77985,30,11.71432,935.1638379
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,Oromiya,63.8685,30,11.71432,952.2524879
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,SNNPR,50.1005,30,11.71432,938.4844879
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,Somali,102.1260884,30,11.71432,990.5100763
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,Tigray,29.34096585,30,11.71432,917.7249538
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,BOKLOMAYO,59.23980876,30,11.71432,947.6237967
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,MELKEDIDA,77.98490186,30,11.71432,966.3688898
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,KOBE,67.70608958,30,11.71432,956.0900775
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,HALEWEYIN,72.06718671,30,11.71432,960.4511746
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,BURAMINO,90.93658782,30,11.71432,979.3205757
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,TONGO,67.71514847,30,11.71432,956.0991364
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,BAMBASI,59.24509311,30,11.71432,947.629081
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,SHERKOLE,63.08505284,30,11.71432,951.4690407
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,PUGNIDO,77.09486663,30,11.71432,965.4788545
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,JEWII,96.28183191,30,11.71432,984.6658198
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,KULE,80.75188727,30,11.71432,969.1358752
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,TERKIEDI,91.10266734,30,11.71432,979.4866552
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,OKUGO,75.56316054,30,11.71432,963.9471484
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,AYSAITA,17.59436336,30,11.71432,905.9783513
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,DILLO,69.656769,30,11.71432,958.0407569
SPLIT PEAS,CANADA,448.1776679,MOMBASA (KENYA),90.024,<NAZARETH>,308.468,MEGADO,85.92954202,30,11.71432,974.3135299
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<JIJIGA>,78.8181,Somali,75.01248242,23.45,13.77048,750.3007303
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<JIJIGA>,78.8181,KEBRIBAYA,9.293608455,23.45,13.77048,684.5818564
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<JIJIGA>,78.8181,AW-BARRE,30.97986915,23.45,13.77048,706.2681171
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<JIJIGA>,78.8181,SHEDER,12.55319577,23.45,13.77048,687.8414437
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<MEKELE>,74.45076,Afar,27.125,23.45,16.5796,700.8550279
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<MEKELE>,74.45076,Tigray,50.3095,23.45,16.5796,724.0395279
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<MEKELE>,74.45076,SHIMELBA,36.54846502,23.45,16.5796,710.2784929
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<MEKELE>,74.45076,ADI-HARUSH,36.26195269,23.45,16.5796,709.9919806
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<MEKELE>,74.45076,MAI-AINI,30.20080523,23.45,16.5796,703.9308331
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<MEKELE>,74.45076,HITSATS,37.16577755,23.45,16.5796,710.8958055
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<MEKELE>,74.45076,BERHALE,20.02053347,23.45,16.5796,693.7505614
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<MEKELE>,74.45076,DALLOL,37.17664821,23.45,16.5796,710.9066761
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<MEKELE>,74.45076,AYNADIB ,15.35963764,23.45,16.5796,689.0896655
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,Afar,88.4616,23.45,11.71432,745.0897679
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,Amhara,50.713,23.45,11.71432,707.3411679
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,Benshangul,58.3692,23.45,11.71432,714.9973679
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,Gambella,46.77985,23.45,11.71432,703.4080179
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,Oromiya,63.8685,23.45,11.71432,720.4966679
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,SNNPR,50.1005,23.45,11.71432,706.7286679
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,Somali,102.1260884,23.45,11.71432,758.7542563
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,Tigray,29.34096585,23.45,11.71432,685.9691338
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,BOKLOMAYO,59.23980876,23.45,11.71432,715.8679767
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,MELKEDIDA,77.98490186,23.45,11.71432,734.6130698
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,KOBE,67.70608958,23.45,11.71432,724.3342575
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,HALEWEYIN,72.06718671,23.45,11.71432,728.6953546
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,BURAMINO,90.93658782,23.45,11.71432,747.5647557
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,TONGO,67.71514847,23.45,11.71432,724.3433164
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,BAMBASI,59.24509311,23.45,11.71432,715.873261
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,SHERKOLE,63.08505284,23.45,11.71432,719.7132207
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,PUGNIDO,77.09486663,23.45,11.71432,733.7230345
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,JEWII,96.28183191,23.45,11.71432,752.9099998
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,KULE,80.75188727,23.45,11.71432,737.3800552
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,TERKIEDI,91.10266734,23.45,11.71432,747.7308352
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,OKUGO,75.56316054,23.45,11.71432,732.1913284
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,AYSAITA,17.59436336,23.45,11.71432,674.2225313
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,DILLO,69.656769,23.45,11.71432,726.2849369
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<NAZARETH>,62.21418,MEGADO,85.92954202,23.45,11.71432,742.5577099
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<GODE>,156.5705,Somali,104.520482,23.45,16.30448,860.0951299
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<KOMBOLCHA>,35.2768,Afar,43.5024,23.45,12.35144,673.8303079
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<KOMBOLCHA>,35.2768,Amhara,60.5268,23.45,12.35144,690.8547079
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<KOMBOLCHA>,35.2768,Tigray,17.5608,23.45,12.35144,647.8887079
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<DIRE DAWA>,51.72156,Oromiya,44.1,23.45,15.566,694.0872279
SPLIT PEAS,CANADA,448.1776679,DJIBOUTI (DJIBOUTI),111.072,<DIRE DAWA>,51.72156,Somali,65.96577472,23.45,15.566,715.9530026
SPLIT PEAS,CANADA,448.1776679,PORT SUDAN (SUDAN),108.192,<NAZARETH>,116.05321,Afar,88.4616,23.5,11.71432,796.0987979
SPLIT PEAS,CANADA,448.1776679,PORT SUDAN (SUDAN),108.192,<NAZARETH>,116.05321,Amhara,50.713,23.5,11.71432,758.3501979
SPLIT PEAS,CANADA,448.1776679,PORT SUDAN (SUDAN),108.192,<NAZARETH>,116.05321,Benshangul,58.3692,23.5,11.71432,766.0063979
SPLIT PEAS,CANADA,448.1776679,PORT SUDAN (SUDAN),108.192,<NAZARETH>,116.05321,Gambella,46.77985,23.5,11.71432,754.4170479
SPLIT PEAS,CANADA,448.1776679,PORT SUDAN (SUDAN),108.192,<NAZARETH>,116.05321,Oromiya,63.8685,23.5,11.71432,771.5056979
SPLIT PEAS,CANADA,448.1776679,PORT SUDAN (SUDAN),108.192,<NAZARETH>,116.05321,SNNPR,50.1005,23.5,11.71432,757.7376979
SPLIT PEAS,CANADA,448.1776679,PORT SUDAN (SUDAN),108.192,<NAZARETH>,116.05321,Somali,102.1260884,23.5,11.71432,809.7632863
SPLIT PEAS,CANADA,448.1776679,PORT SUDAN (SUDAN),108.192,<NAZARETH>,116.05321,Tigray,29.34096585,23.5,11.71432,736.9781638
SPLIT PEAS,CANADA,448.1776679,PORT SUDAN (SUDAN),108.192,<NAZARETH>,116.05321,BOKLOMAYO,59.23980876,23.5,11.71432,766.8770067
SPLIT PEAS,CANADA,448.1776679,PORT SUDAN (SUDAN),108.192,<NAZARETH>,116.05321,MELKEDIDA,77.98490186,23.5,11.71432,785.6220998
SPLIT PEAS,CANADA,448.1776679,PORT SUDAN (SUDAN),108.192,<NAZARETH>,116.05321,KOBE,67.70608958,23.5,11.71432,775.3432875
